"Post Required","Field Name","Friendly Name",Value
No,lonconstructionNotes,"Project Name",string
No,lonprojectmanager,"Project Manager",string
No,lonholderName,"Title Holder Name(s)",string
No,loncurrentholderName,"Current Title Holder Name(s)",string
No,docType,"Doc Type",string
No,lonrefitype,"Refinance Type",string
No,lonconstructionStatus,"Construction Status",string
No,lonheldManner,"Title Held Manner",string
No,lonestateheldManner,"Estate Held Manner",string
No,lonratebuydown,"Interest Rate Buydown",string
No,lonintrestonlymonths,"Interest Only Months",string
No,lonimpoundwaiver,"Impound Waiver",string
No,loanratelockedperc,"Locked Rate",txtDecimal
No,dtifrontend,"Front-End DTI",txtDecimal
No,lonalterimproverepair,Improvements,string
No,ltv2,LTV,txtDecimal
No,sellerConcessionPrice,"Seller Concession Price",txtCurrency
No,sellerConcessionPercent,"Seller Concession Percent",string
No,cltv2,CLTV,txtDecimal
No,downpmtamount2,"Down Payment Amount",txtCurrency
No,downpmtamountperctge2,"Down Payment Percentage",txtDecimal
No,down_payment_type_code,"Down Payment Source",string
No,lonestimatedcloseitem,"Estimated Closing Cost",string
No,transpurchaseprice,"Transaction Purchase Price",string
No,transalterations,"Transaction Alterations",string
No,transland,"Transaction Land",string
No,transrefi,"Transaction Refinance",string
No,lonestimatedpreitm,"Transaction Estimated Prepaid items",string
No,lonclosingcosts,"Transaction Closing Costs",string
No,lonpmi,"Transaction PMI, MIP, Funding Fee",string
No,londiscount,"Transaction Discount",string
No,sfa2,"Transaction Subordinate Financing",string
No,lonfinancingnotes,"Financing Description",string
No,lonclosingcostpaid,"Seller Paid Closing Costs",string
No,lonothercredits,"Transaction Other",string
No,transloanamount,"Transaction Loan Amount",txtCurrency
No,lonpmimipfinanced,"Transaction PMI, MIP Financed",string
No,lonmortgagenotes,"Other Credit Description",string
No,lonsettlementcharges,"Settlement Charges",string
No,lonpmimipfund,"Funding Fees Financed",txtCurrency
No,pmimipfund,"Transaction Other",string
No,lonpmimipfundcheck,"Funding Fees Not Financed Check",boolean
No,constructiontopermcheck,Construction-to-Permanent,boolean
No,loanFICO,"Loan FICO",string
No,renovationcheck,Renovation,boolean
No,constructionloancheck,"Construction Loan",boolean
No,conversionofcontractfordeedcheck,"Conversion of Contract for Deed or Land Contract",boolean
No,lonmargin,Margin,txtDecimal
No,lonmortindex,Index,txtCurrency
No,srp2,SRP,string
No,lonmarketvalue,Value,txtCurrency
No,cobrent,"Present Rent",string
No,coproposedrent,"Proposed Rent",string
No,lanproposedFirst_mortgage,"Proposed First Mortgage P&I",string
No,lanproposedOther_financing,"Proposed Other Financing",string
No,lanproposedHOI,"Proposed HOI",string
No,lanproposedSupplemental,"Proposed Supplemental",string
No,lanproposedRealEstate_taxes,"Proposed Property Taxes",txtCurrency
No,lanproposedMortgage_insurance,"Proposed Mortgage Insurance (MI)",string
No,lanproposedHomeowner_assn_dues,"Proposed Association (HOA) Dues",string
No,lanproposedOther_expense,"Proposed Other",string
No,lanpresentFirst_mortgage,"Present First Mortgage P&I",string
No,lanpresentOther_financing,"Present Other Financing",string
No,lanpresentHOI,"Present HOI",string
No,lanpresentSupplemental,"Present Supplemental",string
No,lanpresentHazard_insurance,"Borrower Proposed Hazard Insurance",string
No,lanpresentRealEstate_taxes,"Present Property Taxes",string
No,lanpresentMortgage_insurance,"Present Mortgage Insurance (MI)",string
No,lanpresentHomeowner_assn_dues,"Present Association (HOA) Dues",string
No,lanpresentOther_expense,"Present Other",string
No,cobcobor_rent,"Co-Borrower Proposed Rent",string
No,cobcobor_present_first_mortgage,"Co-Borrower Proposed First Mortgage Principal & Interest",string
No,cobcobor_present_other_financing,"Co-Borrower Proposed Other Financing",string
No,cobcobor_present_hazard_insurance,"Co-Borrower Proposed Hazard Insurance",string
No,cobcobor_present_real_estate_taxes,"Co-Borrower Proposed Real Estate Taxes",string
No,cobcobor_present_mortgage_insurance,"Co-Borrower Proposed Mortgage Insurance",string
No,cobcobor_present_homeowner_assn_dues,"Co-Borrower Proposed HOA Dues",string
No,cobcobor_present_other_expense,"Co-Borrower Proposed Other Housing Expenses",string
No,lanmontly_piti,"Monthly PITI",string
No,bormontlyPiti1,"Existing 1st Rent",txtCurrency
No,bormortgagePrincipal1,"Existing 1st First Mortgage (P&I)",txtCurrency
No,borotherfinancing1,"Existing 1st Other Financing (P&I)",txtCurrency
No,borhazardInsurance1,"Existing 1st Hazard Insurance",txtCurrency
No,borestateTaxes1,"Existing 1st Real Estate Taxes",txtCurrency
No,bormortgageInsurance1,"Existing 1st Mortgage Insurance",txtCurrency
No,borhomeownerdues1,"Existing 1st HOA Dues",txtCurrency
No,borotherExpense1,"Existing 1st Other",txtCurrency
No,lender1,"Existing 1st Lender",string
No,dateAcquired1,"Existing 1st Date Acquired",datetime
No,borloanmodifydate,"Existing 1st Loan Modified Date",date
No,bortimelypayment12mo,"Existing 1st Timely Payments 12 Months?",string
No,mortgageProgram1,"Existing 1st Mortgage Program",string
No,originalMortgage1,"Existing 1st Original Mortgage",string
No,currentBalance1,"Existing 1st Current Balance",string
No,loanremainterm1,"Existing 1st Loan Remaining Term",string
No,interestRate1,"Existing 1st Interest Rate",string
No,mifactor,"Existing 1st MI Factor",string
No,combinedinterest1,"Existing 1st Combined Interest Rate",string
No,estimatedltv1,"Existing 1st Estimated LTV",string
No,cobcobor_montlyPiti1,"Co-Borrower Existing 1st Rent",txtCurrency
No,cobcobor_mortgagePrincipal1,"Co-Borrower Existing 1st First Mortgage (P&I)",txtCurrency
No,cobcobor_present_other_financing1,"Co-Borrower Existing 1st Other Financing (P&I)",string
No,cobcobor_hazardInsurance1,"Co-Borrower Existing 1st Hazard Insurance",txtCurrency
No,cobcobor_estateTaxes1,"Co-Borrower Existing 1st Real Estate Taxes",txtCurrency
No,cobcobor_mortgageInsurance1,"Co-Borrower Existing 1st Mortgage Insurance",txtCurrency
No,cobcobor_homeownerdues1,"Co-Borrower Existing 1st HOA Dues",txtCurrency
No,cobcobor_otherExpense1,"Co-Borrower Existing 1st Other",txtCurrency
No,cobcobor_lender1,"Co-Borrower Existing 1st Lender",string
No,cobcobor_dateAcquired1,"Co-Borrower Existing 1st Date Acquired",datetime
No,cobcobor_loanmodifydate,"Co-Borrower Existing 1st Loan Modified Date",date
No,cobcobor_timelypayment12mo,"Co-Borrower Existing 1st Timely Payments 12 Months?",string
No,cobcobor_mortgageProgram1,"Co-Borrower Existing 1st Mortgage Program",string
No,cobcobor_originalMortgage1,"Co-Borrower Existing 1st Original Mortgage",string
No,cobcobor_currentBalance1,"Co-Borrower Existing 1st Current Balance",string
No,cobcobor_loanremainterm1,"Co-Borrower Existing 1st Loan Remaining Term",string
No,cobcobor_interestRate1,"Co-Borrower Existing 1st Interest Rate",string
No,cobcobor_mifactor,"Co-Borrower Existing 1st MI Factor",string
No,cobcobor_combinedinterest1,"Co-Borrower Existing 1st Combined Interest Rate",string
No,cobcobor_estimatedltv1,"Co-Borrower Existing 1st Estimated LTV",string
No,bormontlyPiti2,"Existing 2nd Rent",txtCurrency
No,bormortgagePrincipal2,"Existing 2nd First Mortgage (P&I)",txtCurrency
No,borotherfinancing2,"Existing 2nd Other Financing (P&I)",txtCurrency
No,borhazardInsurance2,"Existing 2nd Hazard Insurance",txtCurrency
No,borestateTaxes2,"Existing 2nd Real Estate Taxes",txtCurrency
No,bormortgageInsurance2,"Existing 2nd Mortgage Insurance",txtCurrency
No,borhomeownerdues2,"Existing 2nd HOA Dues",txtCurrency
No,borotherExpense2,"Existing 2nd Other",txtCurrency
No,lender2,"Existing 2nd Lender",string
No,dateAcquired2,"Existing 2nd Date Acquired",datetime
No,loanmodifydate2,"Existing 2nd Loan Modified Date",string
No,timelypayment12mo2,"Existing 2nd Timely Payments 12 Months?",string
No,mortgageProgram2,"Existing 2nd Mortgage Program",string
No,originalMortgage2,"Existing 2nd Original Mortgage",txtCurrency
No,currentBalance2,"Existing 2nd Current Balance",txtCurrency
No,loanremainterm2,"Existing 2nd Loan Remaining Term",string
No,interestRate2,"Existing 2nd Interest Rate",txtDecimal
No,mifactor2,"Existing 2nd MI Factor",txtDecimal
No,combinedinterest2,"Existing 2nd Combined Interest Rate",txtDecimal
No,estimatedltv2,"Existing 2nd Estimated LTV",txtDecimal
No,relagentName,"Agent First Name",string
No,relagentLastName,"Agent Last Name",string
No,relagentPhone,"Agent Phone",phone
No,relagentEmail,"Agent Email",string
No,relipAddress,"Client IP Address",string
No,reladditionalInfo,"Additional Information",string
No,relcompanyName,"Referring Company",string
No,relpersonPhone,"Referring Person Phone",phone
No,relcmpFirstName,"Referring First Name",string
No,relcmpLastName,"Referring Last Name",string
No,relpersonEmail,"Referring Person Email",string
No,bbaseincome,"Borrower Base Income",string
No,bovertime,"Borrower Overtime",string
No,bbonuses,"Borrower Bonuses",string
No,bcommission,"Borrower Commissions",string
No,bdividend,"Borrower Dividends/Interest",string
No,bnetrent,"Borrower Net Rent",string
No,bpension,"Borrower Income Pension",string
No,bssi,"Borrower Income Social Security Income",string
No,bother,"Borrower Other",string
No,cobbaseincome,"Co-Borrower Base Income",string
No,cobovertime,"Co-Borrower Overtime",string
No,cobbonuses,"Co-Borrower Bonuses",string
No,cobcommission,"Co-Borrower Commissions",string
No,cobdividend,"Co-Borrower Dividends/Interest",string
No,cobnetrent,"Co-Borrower Net Rent",string
No,cobpension,"Co-Borrower Income Pension",string
No,cobssi,"Co-Borrower Income Social Security Income",string
No,cobother,"Co-Borrower Other",string
No,contacttype,"Contact Type",integer
No,comiddlename,"Middle Name",string
No,homePhone,"Home Phone",phone
No,workPhoneext,Extension,string
No,refpartlastmeetingdate,"Partner Last Meeting Date",date
No,refpartnextmeetingdate,"Partner Next Meeting Date",date
No,refpartlastcommsdate,"Partner Last Communication Date",date
No,refaltemail,"Alternate Email",string
No,dateofbirth,"Date of Birth",string
No,nmlo,NMLO,string
No,cadre,"CA DRE",string
No,ccvp,"CCVP Number",string
No,approveddate,"Approved Date",date
No,relation,"Title or Relation to Contact",string
No,decisionmaker,"Decision Maker?",string
No,contactnotes,"Contact Notes",longtext
No,linkedin,Linkedin,string
No,facebook,Facebook,string
No,instagram,Instagram,string
No,twitter,Twitter,string
No,tiktok,TikTok,string
No,youtube,YouTube,string
No,whatsapp,WhatsApp,string
No,othersocialmedia,"Other Social Media",string
No,checkconnectedsocials,"Connected on Social Media Check",boolean
No,refgiftsent,"Sent Gift?",string
No,refgiftsentdate,"Gift Sent Date",datetime
No,refgiftdetails,"Gift Details",string
No,refcoapplicationlink,"Application Link",string
No,refcobookinglink,"Booking Link",string
No,refcoreviewslink,"Reviews Link",string
No,refcozillowlink,"Zillow Link",string
No,refcoretrURL,"RETR Profile URL",string
No,refcoextcobrandlink,"External Co-Brand Link",string
No,refoverallrank,"Partner Overall Rank",string
No,refproductionvolume,"Partner Production Volume",string
No,refmarketshare,"Partner Market Share",string
No,refpartnervolume,"Partner Referral Volume",string
No,reftotalunits,"Partner Total Units",string
No,reftotalvolume,"Partner Total Volume",string
No,refavgSoldPrice,"Partner Average Sold Price",string
No,refdoublesidevol,"Partner Double Side Volume",string
No,refcompWorkedWith,"Partner Companies Worked With",string
No,reflicenseState,"Partner License State",string
No,reflicenseExp,"Partner License Expiration",string
No,refavgLoanAmount,"Partner Average Loan Amount",string
No,refpurchaseCount,"Partner Purchase Count",string
No,refpurchaseVolume,"Partner Purchase Volume",string
No,refrefinanceCount,"Partner Refinance Count",string
No,refrefinanceVolume,"Partner Refinance Volume",string
No,refmonthsatCompany,"Partner Months At Company",string
No,refconvPercent,"Partner Conventional %",string
No,refvaPercent,"Partner VA %",string
No,reffhaPercent,"Partner FHA %",string
No,refactiveLicensecount,"Partner Active License Count",string
No,reflendersWorkwith,"Partner Lenders Worked With",string
No,refservlocation,"Partner Location",string
No,reflistingsideperc,"Partner Listing Side",string
No,refbuyersideperc,"Partner Buyer Side",string
No,refdoublesideperc,"Partner Double Side",string
No,refsoldcount,"Partner Sold Count",string
No,refloancount,"Loan Count",string
No,refloused,"Partner LO's Used",string
No,refsellercount,"Seller Count",string
No,refsellervolume,"Seller Volume",string
No,refbuyercount,"Buyer Count",string
No,refbuyervolume,"Buyer Volume",string
No,refloloanvolume,"Loan Volume",string
No,reflastloandate,"Last Loan Date",datetime
No,reflastpuraddress,Address,string
No,reflastsaleprice,"Sale Price",string
No,reflastpuramount,"Last Purchase Loan Amount",string
No,reflastBuyerone,"Buyer 1",string
No,reflastBuyertwo,"Buyer 2",string
No,reflastpurchaseagent,Agent,string
No,reflastagentcompany,"Agent Company",string
No,refconvloancount,"Conventional Loan Count",string
No,refvaloancount,"VA Loan Count",string
No,reffhaloancount,"FHA Loan Count",string
No,refotherloancount,"Other Loan Count",string
No,refthreemonthcount,"Loan Count (3 Months)",string
No,refthreemonthvol,"Last 3 Months Volume",string
No,reflasttransdate,"Last Transaction Date",datetime
No,refloloancount,"Partner LO Loan Count",string
No,refpartyearsofexperience,"Years of Experience",string
No,refpartlicensedstates,"Total Licensed States",string
No,reflicensenumb,"License Number",string
No,refnmls,"Partner NMLS",string
No,refotherlicensenumb,"Partner Other License Number",string
No,refcompanyid,"Partner Company ID",string
No,cosalesmatchlink,"Partner Salesmatch Link",string
No,conmlsconsumeraccesslink,"Partner NMLS Consumer Access Link",string
No,conpartnerbranch,Branch,string
No,conpartnerregional,"Partner Regional",string
No,conpartnermanager,"Partner Manager",string
No,refexternalleadid,"Partner External ID",string
No,refcrmid,"Partner CRM ID",string
No,concompanyname,"Company Name",string
No,concompanytype,"Company Type",string
No,conbustitle,Title,string
No,condepartment,Department,string
No,contfax,Fax,phone
No,conwebsite,Website,string
No,conNotes,"Company Notes",string
No,inctotalassets,"Total Assets",txtCurrency
No,inctotalliabilities,"Total Liabilities",txtCurrency
No,incnetworth,"Net Worth",txtCurrency
No,incdepositPurchase,"Cash Deposit for Purchase By",string
No,incaccountType,"Borrower Assets Account Type",string
No,incbankName,"Checking Bank Name",string
No,incaccountnumber,"Borrower Assets Account Number",string
No,inccashormarketvalue,"Borrower Assets Cash or Market Value",txtCurrency
No,incbankAddress,"Checking Bank Address",string
No,incbankCity,"Checking Bank City",string
No,incbankState,"Checking Bank State",string
No,incbankZip,"Checking Bank Zip",string
No,incstockType,"Stock Type",string
No,incinstitutionName,"Stocks Institution Name",string
No,incstockMarketvalue,"Stock Market Value",string
No,incstockCashvalue,"Stock Cash or Market Value",string
No,incautomobileMake,"Automobiles Make",string
No,incautomobileModel,"Automobiles Model",string
No,incautomobileYear,"Automobiles Year",string
No,incautomobileCashvalue,"Automobiles Cash or Market Value",string
No,incestateAddress,"Real Estate Address",string
No,incestateCity,"Real Estate City",string
No,incestateState,"Real Estate State",string
No,incestateZip,"Real Estate Zip",string
No,incpropertyDisposition,"Real Estate Property Disposition",string
No,incpropertyType,"Real Estate Type of Property",string
No,incamountofmortgageliens,"Amount of Mortgages & Liens",txtCurrency
No,incgrossRentalincome,"Real Estate Gross Rental Income",string
No,incmortgagepayments,"Real Estate Mortgage Payments",string
No,incinsurancemaintenancetaxes,"Insurance, Maintenance, Taxes, Misc",string
No,incnetRentalincome,"Net Rental Income",string
No,incmarketvalue,"Real Estate Present Market Value",txtCurrency
No,incassetType,"Borrower Other Asset or Credit Type",string
No,incdescription,"Asset Description",string
No,incotherInstitution,"Borrower Assets Financial Institution",string
No,incotherValue,"Borrower Other Asset Cash or Market Value",txtCurrency
No,inctype,"Income Type",string
No,incname,"Income Name",string
No,incamount,"Income Amount",txtCurrency
No,inccreditorname,"Outstanding Creditor Name",string
No,incliabilitytype,"Liability Type",string
No,incmonthslefttopay,"Outstanding Monthly Debt Payment",string
No,incunpaidbalance,"Unpaid Balance",txtCurrency
No,inccreditorAddress,"Outstanding Creditor Address",string
No,inccreditorCity,"Outstanding Creditor City",string
No,inccreditorState,"Outstanding Creditor State",string
No,inccreditorZip,"Outstanding Creditor Zip",string
No,incoutstandingAccountnumber,"Outstanding Account Number",string
No,incoutstandingDescription,"Outstanding Description",string
No,inclifeinsuranceCash,"Life Insurance Cash Value",string
No,inclifeinsuranceFace,"Life Insurance Face Value",string
No,incretirementFund,"Retirement Fund Cash Value",string
No,increalEstatevalue,"Assets Real Estate Value",string
No,incalimonyPayment,"Alimony Payment",string
No,incchildSupportpayment,"Child Support Payment",string
No,incseparateMaintence,"Separate Maintenance Payment",string
No,incjobRelated,"Job Related Expenses",string
No,inccobtotalassets,"Co-Borrower Total Assets",txtCurrency
No,inccobtotalliabilities,"Co-Borrower Total Liabilities",txtCurrency
No,inccobnetworth,"Co-Borrower Net Worth",txtCurrency
No,inccobdepositPurchase,"Co-Borrower Cash Deposit for Purchase By",string
No,inccobaccountType,"Co-Borrower  Assets Account Type",string
No,inccobbankName,"Co-Borrower Checking Bank Name",string
No,inccobaccountnumber,"Co-Borrower Assets Account Number",string
No,inccobcashormarketvalue,"Co-Borrower Assets Cash or Market Value",txtCurrency
No,inccobbankAddress,"Co-Borrower Checking Bank Address",string
No,inccobbankCity,"Co-Borrower Checking Bank City",string
No,inccobbankState,"Co-Borrower Checking Bank State",string
No,inccobbankZip,"Co-Borrower Checking Bank Zip",string
No,inccobstockType,"Co-Borrower Stock Type",string
No,inccobinstitutionName,"Co-Borrower Stocks Institution Name",string
No,inccobstockMarketvalue,"Co-Borrower Stock Market Value",string
No,inccobstockCashvalue,"Co-Borrower Stock Cash or Market Value",string
No,inccobautomobileMake,"Co-Borrower Automobiles Make",string
No,inccobautomobileModel,"Co-Borrower Automobiles Model",string
No,inccobautomobileYear,"Co-Borrower Automobiles Year",string
No,inccobautomobileCashvalue,"Co-Borrower Automobiles Cash or Market Value",string
No,inccobestateAddress,"Co-Borrower Real Estate Address",string
No,inccobestateCity,"Co-Borrower Real Estate City",string
No,inccobestateState,"Co-Borrower Real Estate State",string
No,inccobestateZip,"Co-Borrower Real Estate Zip",string
No,inccobpropertyDisposition,"Co-Borrower Real Estate Property Disposition",txtCurrency
No,inccobpropertyType,"Co-Borrower Real Estate Type of Property",string
No,inccobamountofmortgageliens,"Co-Borrower Amount of Mortgages & Liens",txtCurrency
No,inccobgrossRentalincome,"Co-Borrower Real Estate Gross Rental Income",string
No,inccobmortgagepayments,"Co-Borrower Real Estate Mortgage Payments",string
No,inccobinsurancemaintenancetaxes,"Co-Borrower Insurance, Maintenance, Taxes, Misc",string
No,inccobnetRentalincome,"Co-Borrower Net Rental Income",string
No,inccobmarketvalue,"Co-Borrower Real Estate Present Market Value",txtCurrency
No,inccobassetType,"Co-Borrower Other Asset or Credit Type",string
No,inccobdescription,"Co-Borrower Asset Description",string
No,inccobotherInstitution,"Co-Borrower Assets Financial Institution",string
No,inccobotherValue,"Co-Borrower Other Asset Cash or Market Value",txtCurrency
No,inccobtype,"Co-Borrower Income Type",string
No,inccobname,"Co-Borrower Income Name",string
No,inccobamount,"Co-Borrower Income Amount",txtCurrency
No,inccobcreditorname,"Co-Borrower Outstanding Creditor Name",string
No,inccobliabilitytype,"Co-Borrower Liability Type",string
No,inccobmonthslefttopay,"Co-Borrower Outstanding Monthly Debt Payment",string
No,inccobunpaidbalance,"Co-Borrower Unpaid Balance",txtCurrency
No,inccobcreditorAddress,"Co-Borrower Outstanding Creditor Address",string
No,inccobcreditorCity,"Co-Borrower Outstanding Creditor City",string
No,inccobcreditorState,"Co-Borrower Outstanding Creditor State",string
No,inccobcreditorZip,"Co-Borrower Outstanding Creditor Zip",string
No,inccoboutstandingAccountnumber,"Co-Borrower Outstanding Account Number",string
No,inccoboutstandingDescription,"Co-Borrower Outstanding Description",string
No,inccoblifeinsuranceCash,"Co-Borrower Life Insurance Cash Value",string
No,inccoblifeinsuranceFace,"Co-Borrower Life Insurance Face Value",string
No,inccobretirementFund,"Co-Borrower Retirement Fund Cash Value",string
No,inccobrealEstatevalue,"Co-Borrower Assets Real Estate Value",string
No,inccobalimonyPayment,"Co-Borrower Alimony Payment",string
No,inccobchildSupportpayment,"Co-Borrower Child Support Payment",string
No,inccobseparateMaintence,"Co-Borrower Separate Maintenance Payment",string
No,inccobjobRelated,"Co-Borrower Job Related Expenses",string
No,mstrstatus1,"Lead Status",string
No,mstrstatus16,"Contacts Status",string
No,mstrstatus19,"Partner Status",string
No,mstrstatus106,"LendingPad Status",string
No,mstrstatus112,"Automated POS Portal Status Mirror",string
No,mstrstatus421,"Activate Automatic Drip Campaigns Status",string
No,mstrstatus427,"Launch File Help Requests Status",string
No,mstrstatus429,"Portal Status",string
No,mstrstatus430,"Marketing Drip Campaign Activators Status",string
No,depursAa,"Administration User Name",string
No,depursLo,"LOA User Name",string
No,depursLi,"Loan Officer User Name",string
No,depursPo,"Processor User Name",string
No,customField_175,"Custom Field - Custom Dropdown Field",string
No,customField_163,"Custom Field - Custom Dropdown Field",string
No,customField_160,"Custom Field - Custom Field 5",string
No,customField_157,"Custom Field - Next Steps",string
No,customField_154,"Custom Field - Custom Field 3",string
No,customField_151,"Custom Field - UTM Campaign",string
No,customField_148,"Custom Field - Marketing Campaign",string
